region,column,candidate_rank,price_per_unit_usd,unit,begin_range,end_range,sku,location,region_code,storage_class,volume_type,usagetype,operation,group,group_description,from_location,from_location_type,to_location,to_location_type,transfer_type,description
us-east-1,"S3 Standard PUT/COPY/POST/LIST requests US$/1,000",28,0.0000300000,Requests,0,Inf,Z9FMHKA45WFKDM2T,US East (N. Virginia),us-east-1,,,Requests-GLACIER-Tier1,PutObjectForRepl,S3-API-GLACIER-Tier1,PUT for Replication to Glacier,,,,,,"$0.03 per 1,000 PUT for Replication to Glacier"
us-east-1,"S3 Standard PUT/COPY/POST/LIST requests US$/1,000",29,0.0040000000,GB,0,Inf,YCYZJUGP5G3MN4CG,US East (N. Virginia),us-east-1,,,Compute-Checksum-Processed-SIA-Bytes,,,,,,,,,$0.004 per gb fee for bytes processed to compute checksum in Standard-Infrequent Access
us-east-1,"S3 Standard PUT/COPY/POST/LIST requests US$/1,000",30,0.0000300000,Requests,0,Inf,XZB6J2Q8H4NK3YRN,US East (N. Virginia),us-east-1,,,Requests-GLACIER-Tier1,PutObjectReplTime,S3-API-GLACIER-Tier1,PUT for Replication Time Control to Glacier,,,,,,"$0.03 per 1,000 PUT for Replication Time Control to Glacier"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",1,0.0300000000,GB,0,Inf,26TUJV6FNGAN44UY,US East (N. Virginia),us-east-1,,,Select-Returned-GIR-Bytes,,S3-API-GIR-Select-Returned,Data Returned by S3 Select in Glacier Instant Retrieval,,,,,,$0.03 per GB - for bytes returned by S3 Select in Glacier Instant Retrieval
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",2,4.000E-7,Requests,0,Inf,AUXZJX5BGC5ZKGGU,US East (N. Virginia),us-east-1,,,Requests-INT-Tier2,,S3-API-INT-Tier2,GET and all other requests to Intelligent-Tiering,,,,,,"$0.004 per 10,000 GET and all other requests to Intelligent-Tiering"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",3,0.0000010000,Requests,0,Inf,GWU4HUHFNSRYMYNK,US East (N. Virginia),us-east-1,,,Requests-SIA-Tier2,,S3-API-SIA-Tier2,GET and all other requests  to Standard-Infrequent Access,,,,,,"$0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",4,3.00E-8,Requests,0,Inf,AZKVHVH3J9RBZEVM,US East (N. Virginia),us-east-1,,,Requests-XZ-Tier2,,S3-API-XZ-Tier2,GET and all other requests to Express One Zone,,,,,,"$0.00003 per 1,000 GET and All Other Requests to Express One Zone"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",5,4.000E-7,Requests,0,Inf,MCSM8FJDHGJSZXJQ,US East (N. Virginia),us-east-1,,,Requests-GLACIER-Tier2,,S3-API-GLACIER-Tier2,GET and all other requests to GLACIER,,,,,,"$0.004 per 10,000 GET and all other requests from Glacier"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",6,0.0000300000,Requests,0,Inf,YVEXJ74S5K3M7S2D,US East (N. Virginia),us-east-1,,,Requests-Tier8,GetAGGrant,S3-API-Tier8,Access Grants Requests-GetAGGrant,,,,,,"$0.03 per 1,000 GetAGGrant requests for S3 Access Grants"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",7,3.00E-8,Requests,0,Inf,Q392MCS2YGN84FQB,US East (N. Virginia),us-east-1,,,Requests-BACKUP-Tier2,,S3-API-BACKUP-Tier2,GET and all other requests to AWS Backup,,,,,,"$0.00003 per 1,000 GET and All Other Requests to AWS Backup"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",8,0.0100000000,GB,0,Inf,M3XNRQ3U4Y2BFKPK,US East (N. Virginia),us-east-1,,,Select-Returned-SIA-Bytes,,S3-API-SIA-Select-Returned,Data Returned by S3 Select in Standard-Infrequent Access,,,,,,$0.01 per GB - for bytes returned by S3 Select in Standard-Infrequent Access
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",9,0.0000300000,Requests,0,Inf,32K24TRSQQ7MN9SW,US East (N. Virginia),us-east-1,,,Requests-Tier8,GetAGLocation,S3-API-Tier8,Access Grants Requests-GetAGLocation,,,,,,"$0.03 per 1,000 GetAGLocation requests for S3 Access Grants"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",10,4.000E-7,Requests,0,Inf,ZWQ6Q48CRJXX4FXE,US East (N. Virginia),us-east-1,,,Requests-Tier2,,S3-API-Tier2,GET and all other requests,,,,,,"$0.004 per 10,000 GET and all other requests"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",11,0.0000100000,Requests,0,Inf,6WKRC2AMC45PNCVZ,US East (N. Virginia),us-east-1,,,Requests-GIR-Tier2,,S3-API-GIR-Tier2,GET and all other requests to Glacier Instant Retrieval,,,,,,"$0.1 per 10,000 GET and all other requests to Glacier Instant Retrieval"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",12,0.0007000000,GB,0,Inf,6ZRHK2ZNCNPKY7VP,US East (N. Virginia),us-east-1,,,Select-Returned-Bytes,,S3-API-Select-Returned,Data Returned by S3 Select in Standard,,,,,,$0.0007 per GB - for bytes returned by S3 Select in Standard
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",13,4.000E-7,Requests,0,Inf,DQ2KD3VK9RMS63JS,US East (N. Virginia),us-east-1,,,Tables-Requests-INT-Tier2,,S3-API-Tables-INT-Tier2,GET and all other requests to Tables INT,,,,,,"$0.0004 per 1,000 GET and All Other Requests to Tables INT"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",14,0.0007000000,GB,0,Inf,35JC78TFHSJVNG4C,US East (N. Virginia),us-east-1,,,Select-Returned-INT-Bytes,,S3-API-INT-Select-Returned,Data Returned by S3 Select in Intelligent-Tiering,,,,,,$0.0007 per GB - for bytes returned by S3 Select in Intelligent - Tiering
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",15,0.0025000000,GB,0,Inf,37N7VG59W5VDWG9S,US East (N. Virginia),us-east-1,,,Bulk-Select-Returned-Bytes,,,,,,,,,$0.0025 per GB - Bulk Select Data Returned Bytes
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",16,0.0020000000,GB,0,Inf,NEWK2RS9PZ6RTYY4,US East (N. Virginia),us-east-1,,,Select-Scanned-Bytes,,S3-API-Select-Scanned,Data Scanned by S3 Select in Standard,,,,,,$0.00200 per GB - for bytes scanned by S3 Select in Standard
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",17,0.0020000000,GB,0,Inf,J9TQXCJDCSFMQEXU,US East (N. Virginia),us-east-1,,,Select-Scanned-INT-Bytes,,S3-API-INT-Select-Scanned,Data Scanned by S3 Select in Intelligent-Tiering,,,,,,$0.00200 per GB - for bytes scanned by S3 Select in Intelligent - Tiering
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",18,4.000E-7,Requests,0,Inf,WDAC2WRXVNRSNQS6,US East (N. Virginia),us-east-1,,,Requests-GDA-Tier2,,S3-API-GDA-Tier2,GET and all other requests to GDA,,,,,,"$0.004 per 10,000 GET and all other requests from Glacier"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",19,0.0080000000,GB,0,Inf,JNBBU88VFAYBWV9K,US East (N. Virginia),us-east-1,,,Std-Select-Scanned-Bytes,,,,,,,,,$0.008 per GB - Standard Select Data Scanned Bytes
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",20,0.0000300000,Requests,0,Inf,E7AHR7W5WGHMMN9V,US East (N. Virginia),us-east-1,,,Requests-Tier8,GetAGInstancePolicy,S3-API-Tier8,Access Grants Requests-GetAGInstancePolicy,,,,,,"$0.03 per 1,000 GetAGInstancePolicy requests for S3 Access Grants"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",21,0.0200000000,GB,0,Inf,H6P4YC4PH4F5XGAH,US East (N. Virginia),us-east-1,,,Exp-Select-Scanned-Bytes,,,,,,,,,$0.02 per GB - Expedited Select Data Scanned Bytes
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",22,0.0100000000,GB,0,Inf,P5KY7JQH5TSKWVBX,US East (N. Virginia),us-east-1,,,Std-Select-Returned-Bytes,,,,,,,,,$0.01 per GB - Standard Select Data Returned Bytes
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",23,3.00E-8,Requests,0,Inf,D5SYYQ4TFQGPJHGY,US East (N. Virginia),us-east-1,,,Requests-FSXOPENZFS-Tier2,,S3-API-FSXOPENZFS-Tier2,GET and all other requests to FSx for OpenZFS,,,,,,"$0.00003 per 1,000 GET and All Other Requests to FSx for OpenZFS"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",24,0.0020000000,GB,0,Inf,5MHFFTDKXCFS7X5S,US East (N. Virginia),us-east-1,,,Select-Scanned-SIA-Bytes,,S3-API-SIA-Select-Scanned,Data Scanned by S3 Select in Standard-Infrequent Access,,,,,,$0.00200 per GB - for bytes scanned by S3 Select in Standard-Infrequent Access
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",25,0.0010000000,GB,0,Inf,VH4B46R3JZENFAHS,US East (N. Virginia),us-east-1,,,Bulk-Select-Scanned-Bytes,,,,,,,,,$0.001 per GB - Bulk Select Data Scanned Bytes
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",26,0.0020000000,GB,0,Inf,6N4KQAG7UKQUMRC5,US East (N. Virginia),us-east-1,,,Select-Scanned-GIR-Bytes,,S3-API-GIR-Select-Scanned,Data Scanned by S3 Select in Glacier Instant Retrieval,,,,,,$0.002 per GB - for bytes scanned by S3 Select in Glacier Instant Retrieval
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",27,0.0300000000,GB,0,Inf,QPTUUKWAEAGA3R27,US East (N. Virginia),us-east-1,,,Exp-Select-Returned-Bytes,,,,,,,,,$0.03 per GB - Expedited Select Data Returned Bytes
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",28,0.0100000000,GB,0,Inf,GEDWBB87THAPZSPK,US East (N. Virginia),us-east-1,,,Select-Returned-ZIA-Bytes,,S3-API-ZIA-Select-Returned,Data Returned by S3 Select in One Zone-Infrequent Access,,,,,,$0.01 per GB - for bytes returned by S3 Select in One Zone-Infrequent Access
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",29,0.0000300000,Requests,0,Inf,XJ55FGJ9YUVK2AV8,US East (N. Virginia),us-east-1,,,Requests-Tier8,GetAGInstanceForPrefix,S3-API-Tier8,Access Grants Requests-GetAGInstanceForPrefix,,,,,,"$0.03 per 1,000 GetAGInstanceForPrefix requests for S3 Access Grants"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",30,0.0000300000,Requests,0,Inf,FBQDMAD7ZKHGNGTP,US East (N. Virginia),us-east-1,,,Requests-Tier8,GetAG,S3-API-Tier8,Access Grants Requests-GetAG,,,,,,"$0.03 per 1,000 GetAG requests for S3 Access Grants"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",31,3.00E-8,Requests,0,Inf,ZUP2ZPGCB8T49Y4P,US East (N. Virginia),us-east-1,,,Requests-FSXONTAP-Tier2,,S3-API-FSXONTAP-Tier1,GET and all other requests to FSx for ONTAP,,,,,,"$0.00003 per 1,000 GET and All Other Requests to FSx for ONTAP"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",32,0.0000010000,Requests,0,Inf,Q8UHH97856JSTGFA,US East (N. Virginia),us-east-1,,,Requests-ZIA-Tier2,,S3-API-ZIA-Tier2,GET and all other requests to One Zone-Infrequent Access,,,,,,"$0.01 per 10,000 GET and all other requests  to One Zone-Infrequent Access"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",33,0.0000300000,Requests,0,Inf,TWDBT2FZCJUPCFSZ,US East (N. Virginia),us-east-1,,,Requests-Tier8,GetAGDataAccess,S3-API-Tier8,Access Grants Requests-GetAGDataAccess,,,,,,"$0.03 per 1,000 GetAGDataAccess requests for S3 Access Grants"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",34,4.000E-7,Requests,0,Inf,EG9A5TW6SQQHF48U,US East (N. Virginia),us-east-1,,,Tables-Requests-Tier2,,S3-API-Tables-Tier2,GET and all other requests to S3 Table Buckets,,,,,,"$0.0004 per 1,000 GET and All Other Requests to S3 Table Buckets in US East (N. Virginia)"
us-east-1,"S3 Standard GET/SELECT and other requests US$/1,000",35,0.0020000000,GB,0,Inf,TXNU6KVAHG6NXNRK,US East (N. Virginia),us-east-1,,,Select-Scanned-ZIA-Bytes,,S3-API-ZIA-Select-Scanned,Data Scanned by S3 Select in One Zone-Infrequent Access,,,,,,$0.00200 per GB - for bytes scanned by S3 Select in One Zone-Infrequent Access
us-east-1,S3 Glacier Deep Archive Bulk data retrieval US$/GB,1,0.0025000000,GB,0,Inf,QWQS66QW8DACXQD2,US East (N. Virginia),us-east-1,,,Bulk-Retrieval-Bytes,DeepArchiveRestoreObject,,,,,,,,$0.0025 per GB Bulk retrieval fee from Glacier Deep Archive in US East (N. Virginia)
us-east-1,S3 Glacier Deep Archive Standard data retrieval US$/GB,1,0.0200000000,GB,0,Inf,XEWBRUYWR8PSDPD3,US East (N. Virginia),us-east-1,,,Standard-Retrieval-Bytes,DeepArchiveRestoreObject,,,,,,,,$0.02 per GB Standard retrieval fee from Glacier Deep Archive in US East (N. Virginia)
us-east-1,"S3 Glacier Deep Archive Bulk restore requests US$/1,000",1,0.0025000000,GB,0,Inf,QWQS66QW8DACXQD2,US East (N. Virginia),us-east-1,,,Bulk-Retrieval-Bytes,DeepArchiveRestoreObject,,,,,,,,$0.0025 per GB Bulk retrieval fee from Glacier Deep Archive in US East (N. Virginia)
us-east-1,"S3 Glacier Deep Archive Standard restore requests US$/1,000",1,0.0200000000,GB,0,Inf,XEWBRUYWR8PSDPD3,US East (N. Virginia),us-east-1,,,Standard-Retrieval-Bytes,DeepArchiveRestoreObject,,,,,,,,$0.02 per GB Standard retrieval fee from Glacier Deep Archive in US East (N. Virginia)
us-east-1,Data Transfer OUT to Internet - first tier US$/GB,1,0E-10,GB,0,100,PB257JUQ8U6E6UPM,,,,,Global-DataTransfer-Out-Bytes,,,,Global,AWS Region,External,Other,AWS Outbound,"$0 for 100GB of data transfer out to the internet, aggregated globally, each month"
us-east-1,Data Transfer OUT to Internet - first tier US$/GB,2,0.0400000000,GB,0,Inf,GRMY773FUAW94HKK,,,,,DataTransfer-Out-ABytes-T2,,,,US East (N. Virginia),AWS Region,External,Other,"Accelerated AWS Outbound using edge locations outside US, Europe or Japan","$0.040 per GB - Amazon S3 accelerated data transfer out (to outside US, Europe or Japan)"
us-east-1,Data Transfer OUT to Internet - first tier US$/GB,3,0E-10,GB,0,Inf,9MG5B7V4UUU2WPAV,,,,,DataTransfer-In-Bytes,,,,External,Other,US East (N. Virginia),AWS Region,AWS Inbound,$0.000 per GB - data transfer in per month
us-east-1,Data Transfer OUT to Internet - first tier US$/GB,4,0.0400000000,GB,0,Inf,TF6DAZ96XWMY28HW,,,,,DataTransfer-In-ABytes-T1,,,,External,Other,US East (N. Virginia),AWS Region,"Accelerated AWS Inbound using edge locations within US, Europe or Japan","$0.040 per GB - Amazon S3 accelerated data transfer in (from within US, Europe or Japan)"
us-east-1,Data Transfer OUT to Internet - first tier US$/GB,5,0.0200000000,GB,0,Inf,B75HUAKSUPHX3NWU,,,,,USE1-AWS-Out-Bytes,,,,US East (N. Virginia),AWS Region,External,Other,Inter Region Peering Data Transfer Outbound,$0.020 per GB - Data transfer from US East (N. Virginia)
us-east-1,Data Transfer OUT to Internet - first tier US$/GB,6,0.0400000000,GB,0,Inf,SYWH8GEYJAX6NB9S,,,,,DataTransfer-Out-ABytes,,,,US East (N. Virginia),AWS Region,External,Other,Accelerated AWS Outbound from close by location,$0.040 per GB - Amazon S3 accelerated data transfer out
us-east-1,Data Transfer OUT to Internet - first tier US$/GB,7,0E-10,GB,0,Inf,6HES5Y2B4CFHV3EK,,,,,DataTransfer-In-ABytes,,,,External,Other,US East (N. Virginia),AWS Region,Accelerated AWS Inbound (free),$0.000 per GB - Amazon S3 accelerated data transfer in
us-east-1,Data Transfer OUT to Internet - first tier US$/GB,8,0.0900000000,GB,0,10240,HQEH3ZWJVT46JHRG,,,,,DataTransfer-Out-Bytes,,,,US East (N. Virginia),AWS Region,External,Other,AWS Outbound,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier
us-east-1,Data Transfer OUT to Internet - first tier US$/GB,9,0.0800000000,GB,0,Inf,J59S2HWGQTVHVA2E,,,,,DataTransfer-In-ABytes-T2,,,,External,Other,US East (N. Virginia),AWS Region,"Accelerated AWS Inbound using edge locations outside US, Europe or Japan","$0.080 per GB - Amazon S3 accelerated data transfer in (from outside US, Europe or Japan)"
us-east-1,Data Transfer OUT to Internet - first tier US$/GB,10,0.0400000000,GB,0,Inf,FFSGCWMNUVR5NSUX,,,,,DataTransfer-Out-ABytes-T1,,,,US East (N. Virginia),AWS Region,External,Other,"Accelerated AWS Outbound using edge locations within US, Europe or Japan","$0.040 per GB - Amazon S3 accelerated data transfer out (to within US, Europe or Japan)"
us-east-1,Data Transfer OUT to Internet - first tier US$/GB,11,0E-10,GB,0,Inf,46CVPCNHA6C2JG7K,,,,,USE1-AWS-In-Bytes,,,,External,AWS Region,US East (N. Virginia),AWS Region,Inter Region Peering Data Transfer Inbound,$0.00 per GB - Data transfer to US East (N. Virginia)
